,spring,winter,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),TEMP (°C),RH (%),DEWPOINT (°C),WS2A (MPS),WD2A,CW2A (MPS),LIGHTS,WhatTime,label
28,0.0,1.0,1023.3,1024.85,1023.28,9.8,84,7.24,4.0,94,2.35,10,8,7799
29,0.0,1.0,1023.3,1024.85,1023.28,9.9,85,7.51,4.45,91,2.43,10,8,7680
30,0.0,1.0,1023.2,1024.75,1023.18,9.9,84,7.34,4.55,89,2.34,10,8,7712
31,0.0,1.0,1023.3,1024.85,1023.28,10.0,84,7.44,4.34,90,2.3,10,8,7948
32,0.0,1.0,1023.3,1024.85,1023.28,10.0,84,7.44,4.63,91,2.52,10,8,7773
33,0.0,1.0,1023.3,1024.85,1023.28,10.1,84,7.54,4.27,95,2.57,10,8,8304
34,0.0,1.0,1023.3,1024.85,1023.28,10.1,83,7.36,3.63,95,2.18,10,8,8503
35,0.0,1.0,1023.3,1024.85,1023.28,10.1,83,7.36,3.62,93,2.08,10,8,8091
36,0.0,1.0,1023.3,1024.85,1023.28,10.1,83,7.36,3.88,92,2.17,10,8,8194
37,0.0,1.0,1023.3,1024.85,1023.28,10.2,84,7.64,4.09,91,2.23,10,8,7783
38,0.0,1.0,1023.3,1024.85,1023.28,10.3,84,7.73,3.96,93,2.27,10,8,7995
39,0.0,1.0,1023.3,1024.85,1023.28,10.3,83,7.56,4.06,93,2.33,10,8,7985
40,0.0,1.0,1023.3,1024.85,1023.28,10.4,84,7.83,4.17,92,2.33,10,8,8079
41,0.0,1.0,1023.3,1024.85,1023.28,10.3,83,7.56,3.92,90,2.07,10,8,7929
42,0.0,1.0,1023.3,1024.85,1023.28,10.3,82,7.38,3.98,89,2.05,10,8,7748
43,0.0,1.0,1023.3,1024.85,1023.28,10.4,83,7.66,4.42,91,2.4,10,8,7659
44,0.0,1.0,1023.3,1024.85,1023.28,10.5,83,7.76,4.27,95,2.57,10,8,7816
45,0.0,1.0,1023.3,1024.85,1023.28,10.6,82,7.68,3.73,93,2.14,10,8,7860
46,0.0,1.0,1023.3,1024.85,1023.28,10.6,82,7.68,3.8,87,1.84,10,8,7896
47,0.0,1.0,1023.3,1024.85,1023.28,10.6,82,7.68,4.0,91,2.18,10,8,7962
48,0.0,1.0,1023.3,1024.85,1023.28,10.6,82,7.68,4.39,94,2.58,10,8,7859
49,0.0,1.0,1023.2,1024.75,1023.18,10.7,82,7.78,4.43,95,2.66,10,8,7709
50,0.0,1.0,1023.2,1024.75,1023.18,10.7,81,7.6,3.96,95,2.38,10,8,7606
51,0.0,1.0,1023.2,1024.75,1023.18,10.8,81,7.69,3.48,97,2.19,10,8,7524
52,0.0,1.0,1023.2,1024.75,1023.18,10.8,82,7.87,3.25,98,2.09,10,8,7437
53,0.0,1.0,1023.2,1024.75,1023.18,10.8,81,7.69,3.8,93,2.18,10,8,7524
54,0.0,1.0,1023.2,1024.75,1023.18,10.8,81,7.69,3.98,96,2.45,10,8,7692
55,0.0,1.0,1023.3,1024.85,1023.28,10.9,81,7.79,3.7,103,2.62,10,8,7690
56,0.0,1.0,1023.3,1024.85,1023.28,10.9,81,7.79,3.82,106,2.84,10,8,7695
57,0.0,1.0,1023.2,1024.75,1023.18,10.9,80,7.61,3.67,105,2.69,10,8,7667
58,0.0,1.0,1023.3,1024.85,1023.28,11.0,81,7.89,3.5,103,2.47,10,8,7838
59,0.0,1.0,1023.3,1024.85,1023.28,11.1,80,7.81,3.88,105,2.84,10,8,7632
60,0.0,1.0,1023.2,1024.75,1023.18,11.2,80,7.9,4.12,108,3.15,10,9,7813
61,0.0,1.0,1023.3,1024.85,1023.28,11.4,80,8.1,4.11,105,3.01,10,9,7327
62,0.0,1.0,1023.2,1024.75,1023.18,11.4,79,7.92,4.1,99,2.69,10,9,7386
63,0.0,1.0,1023.2,1024.75,1023.18,11.5,80,8.2,4.29,103,3.04,10,9,7600
64,0.0,1.0,1023.2,1024.75,1023.18,11.4,79,7.92,4.37,104,3.14,10,9,7530
65,0.0,1.0,1023.3,1024.85,1023.28,11.5,80,8.2,4.23,103,2.99,10,9,7650
66,0.0,1.0,1023.3,1024.85,1023.28,11.6,79,8.11,3.77,98,2.42,10,9,7220
67,0.0,1.0,1023.3,1024.85,1023.28,11.5,78,7.83,3.37,97,2.12,10,9,7313
68,0.0,1.0,1023.3,1024.85,1023.28,11.6,79,8.11,3.63,106,2.7,10,9,7124
69,0.0,1.0,1023.3,1024.85,1023.28,11.7,79,8.21,4.56,109,3.55,10,9,7266
70,0.0,1.0,1023.3,1024.85,1023.28,11.9,79,8.4,5.06,111,4.04,10,9,7206
71,0.0,1.0,1023.3,1024.85,1023.28,11.9,78,8.22,4.83,117,4.14,10,9,7133
72,0.0,1.0,1023.3,1024.85,1023.28,11.9,78,8.22,4.92,120,4.34,10,9,7125
73,0.0,1.0,1023.3,1024.85,1023.28,12.0,78,8.31,5.24,115,4.4,10,9,6842
74,0.0,1.0,1023.3,1024.85,1023.28,12.0,78,8.31,5.77,113,4.73,10,9,6844
75,0.0,1.0,1023.3,1024.85,1023.28,12.1,78,8.41,5.7,113,4.67,10,9,6791
76,0.0,1.0,1023.3,1024.85,1023.28,12.1,77,8.22,5.95,112,4.81,10,9,6913
77,0.0,1.0,1023.3,1024.85,1023.28,12.2,77,8.32,6.22,113,5.09,10,9,6616
78,0.0,1.0,1023.3,1024.85,1023.28,12.2,77,8.32,5.83,113,4.78,10,9,6705
79,0.0,1.0,1023.3,1024.85,1023.28,12.2,77,8.32,6.3,114,5.23,10,9,7126
80,0.0,1.0,1023.3,1024.85,1023.28,12.1,77,8.22,6.59,113,5.4,10,9,6938
81,0.0,1.0,1023.3,1024.85,1023.28,12.1,77,8.22,6.26,108,4.8,10,9,6870
82,0.0,1.0,1023.2,1024.75,1023.18,12.1,77,8.22,6.1,114,5.06,10,9,6815
83,0.0,1.0,1023.2,1024.75,1023.18,12.2,77,8.32,6.29,122,5.65,10,9,6698
84,0.0,1.0,1023.2,1024.75,1023.18,12.3,77,8.42,6.35,118,5.5,10,9,6956
85,0.0,1.0,1023.2,1024.75,1023.18,12.2,77,8.32,6.54,112,5.3,10,9,6881
86,0.0,1.0,1023.2,1024.75,1023.18,12.2,76,8.13,6.74,117,5.78,10,9,7231
87,0.0,1.0,1023.2,1024.75,1023.18,12.2,76,8.13,6.51,123,5.9,10,9,7374
88,0.0,1.0,1023.2,1024.75,1023.18,12.2,76,8.13,6.03,120,5.32,10,9,7336
89,0.0,1.0,1023.2,1024.75,1023.18,12.3,77,8.42,6.43,116,5.45,10,9,7296
90,0.0,1.0,1023.2,1024.75,1023.18,12.4,76,8.32,6.76,120,5.97,10,9,7156
91,0.0,1.0,1023.2,1024.75,1023.18,12.4,75,8.13,5.98,118,5.18,10,9,6996
92,0.0,1.0,1023.2,1024.75,1023.18,12.5,76,8.42,6.07,118,5.26,10,9,6926
93,0.0,1.0,1023.2,1024.75,1023.18,12.6,75,8.32,6.33,126,5.87,10,9,6887
94,0.0,1.0,1023.2,1024.75,1023.18,12.5,75,8.23,6.13,125,5.64,10,9,6836
95,0.0,1.0,1023.2,1024.75,1023.18,12.5,75,8.23,6.0,122,5.4,10,9,6803
96,0.0,1.0,1023.2,1024.75,1023.18,12.7,75,8.42,6.39,120,5.64,10,9,6884
97,0.0,1.0,1023.2,1024.75,1023.18,12.6,75,8.32,6.77,117,5.8,10,9,6864
98,0.0,1.0,1023.2,1024.75,1023.18,12.5,74,8.03,6.67,115,5.59,10,9,6936
99,0.0,1.0,1023.2,1024.75,1023.18,12.5,75,8.23,6.41,116,5.44,10,9,6988
100,0.0,1.0,1023.2,1024.75,1023.18,12.5,75,8.23,6.2,119,5.42,10,9,7000
101,0.0,1.0,1023.2,1024.75,1023.18,12.7,75,8.42,5.92,120,5.23,10,9,7064
102,0.0,1.0,1023.2,1024.75,1023.18,12.7,74,8.22,6.09,117,5.22,10,9,7180
103,0.0,1.0,1023.1,1024.65,1023.08,12.7,74,8.22,6.24,118,5.4,10,9,7135
104,0.0,1.0,1023.1,1024.65,1023.08,12.7,74,8.22,5.98,119,5.23,10,9,7119
105,0.0,1.0,1023.1,1024.65,1023.08,12.7,75,8.42,5.75,116,4.88,10,9,7220
106,0.0,1.0,1023.1,1024.65,1023.08,12.8,75,8.52,5.71,115,4.79,10,9,7247
107,0.0,1.0,1023.1,1024.65,1023.08,13.0,74,8.51,5.71,114,4.73,10,9,7277
108,0.0,1.0,1023.1,1024.65,1023.08,13.0,73,8.32,5.45,119,4.76,10,9,7323
109,0.0,1.0,1023.1,1024.65,1023.08,13.0,73,8.32,6.13,127,5.73,10,9,7460
110,0.0,1.0,1023.1,1024.65,1023.08,13.0,73,8.32,6.46,130,6.14,10,9,7530
111,0.0,1.0,1023.1,1024.65,1023.08,13.0,73,8.32,6.65,127,6.21,10,9,7397
112,0.0,1.0,1023.0,1024.55,1022.98,13.0,73,8.32,6.62,127,6.18,10,9,7235
113,0.0,1.0,1023.0,1024.55,1022.98,13.0,73,8.32,6.2,131,5.93,10,9,7215
114,0.0,1.0,1023.0,1024.55,1022.98,13.0,73,8.32,5.67,125,5.22,10,9,7391
115,0.0,1.0,1023.0,1024.55,1022.98,13.1,73,8.41,5.46,116,4.63,10,9,7247
116,0.0,1.0,1022.9,1024.45,1022.88,13.3,73,8.61,5.74,123,5.2,10,9,7260
117,0.0,1.0,1023.0,1024.55,1022.98,13.4,71,8.3,5.48,128,5.15,10,9,7154
118,0.0,1.0,1023.0,1024.55,1022.98,13.4,72,8.5,5.85,117,5.01,10,9,7367
119,0.0,1.0,1023.0,1024.55,1022.98,13.4,71,8.3,6.6,111,5.27,10,9,7359
120,0.0,1.0,1022.9,1024.45,1022.88,13.1,71,8.01,6.15,114,5.1,10,10,7265
121,0.0,1.0,1023.0,1024.55,1022.98,13.2,72,8.31,5.69,114,4.72,10,10,7251
122,0.0,1.0,1022.9,1024.45,1022.88,13.2,72,8.31,5.64,111,4.5,10,10,7493
123,0.0,1.0,1023.0,1024.55,1022.98,13.3,72,8.4,5.74,110,4.52,10,10,7356
124,0.0,1.0,1022.9,1024.45,1022.88,13.5,72,8.6,5.75,116,4.87,10,10,7694
125,0.0,1.0,1022.9,1024.45,1022.88,13.5,71,8.39,5.31,121,4.73,10,10,7362
126,0.0,1.0,1022.9,1024.45,1022.88,13.5,71,8.39,5.63,119,4.92,10,10,7401
127,0.0,1.0,1022.9,1024.45,1022.88,13.5,71,8.39,6.26,115,5.25,10,10,7653
128,0.0,1.0,1022.8,1024.35,1022.78,13.5,70,8.18,6.89,110,5.43,10,10,7134
129,0.0,1.0,1022.8,1024.35,1022.78,13.4,70,8.09,6.77,105,4.95,10,10,7392
130,0.0,1.0,1022.8,1024.35,1022.78,13.5,71,8.39,6.02,108,4.61,10,10,7445
131,0.0,1.0,1022.8,1024.35,1022.78,13.5,71,8.39,5.77,110,4.55,10,10,7460
132,0.0,1.0,1022.8,1024.35,1022.78,13.6,71,8.49,6.0,109,4.66,10,10,7410
133,0.0,1.0,1022.8,1024.35,1022.78,13.7,71,8.58,5.8,121,5.17,10,10,7164
134,0.0,1.0,1022.8,1024.35,1022.78,13.8,70,8.47,6.04,129,5.71,10,10,7245
135,0.0,1.0,1022.7,1024.25,1022.68,13.8,70,8.47,6.52,126,6.04,10,10,7101
136,0.0,1.0,1022.8,1024.35,1022.78,13.7,69,8.17,6.21,122,5.59,10,10,6962
137,0.0,1.0,1022.8,1024.35,1022.78,13.8,70,8.47,5.64,117,4.83,10,10,7038
138,0.0,1.0,1022.7,1024.25,1022.68,14.1,70,8.76,6.03,118,5.22,10,10,7177
139,0.0,1.0,1022.7,1024.25,1022.68,13.9,68,8.14,6.63,124,6.05,10,10,6975
140,0.0,1.0,1022.7,1024.25,1022.68,13.7,69,8.17,6.47,128,6.08,10,10,6906
141,0.0,1.0,1022.7,1024.25,1022.68,13.7,70,8.38,6.06,126,5.62,10,10,6918
142,0.0,1.0,1022.7,1024.25,1022.68,13.7,70,8.38,5.57,123,5.05,10,10,6888
143,0.0,1.0,1022.7,1024.25,1022.68,13.8,70,8.47,5.7,116,4.84,10,10,6741
144,0.0,1.0,1022.7,1024.25,1022.68,13.9,69,8.36,5.77,116,4.9,10,10,7191
145,0.0,1.0,1022.7,1024.25,1022.68,14.0,69,8.45,5.87,119,5.14,10,10,7100
146,0.0,1.0,1022.6,1024.15,1022.58,14.0,69,8.45,6.21,114,5.14,10,10,6780
147,0.0,1.0,1022.6,1024.15,1022.58,14.1,69,8.55,6.5,116,5.51,10,10,7336
148,0.0,1.0,1022.6,1024.15,1022.58,14.0,68,8.24,6.69,123,6.06,10,10,7165
149,0.0,1.0,1022.5,1024.05,1022.48,13.9,69,8.36,6.21,121,5.54,10,10,6901
150,0.0,1.0,1022.5,1024.05,1022.48,13.8,69,8.26,5.09,121,4.54,10,10,7250
151,0.0,1.0,1022.5,1024.05,1022.48,13.9,70,8.57,4.7,127,4.39,10,10,7449
152,0.0,1.0,1022.5,1024.05,1022.48,14.1,69,8.55,5.02,124,4.59,10,10,7542
153,0.0,1.0,1022.5,1024.05,1022.48,14.1,68,8.34,5.87,120,5.18,10,10,7501
154,0.0,1.0,1022.5,1024.05,1022.48,14.2,68,8.43,6.88,123,6.23,10,10,7251
155,0.0,1.0,1022.5,1024.05,1022.48,14.1,68,8.34,6.83,127,6.38,10,10,6953
156,0.0,1.0,1022.5,1024.05,1022.48,13.9,68,8.14,6.36,132,6.11,10,10,7416
157,0.0,1.0,1022.5,1024.05,1022.48,14.0,69,8.45,5.82,132,5.59,10,10,7488
158,0.0,1.0,1022.5,1024.05,1022.48,14.0,68,8.24,5.43,133,5.25,10,10,7475
159,0.0,1.0,1022.5,1024.05,1022.48,14.0,68,8.24,5.59,141,5.55,10,10,7387
160,0.0,1.0,1022.5,1024.05,1022.48,14.2,68,8.43,5.84,141,5.8,10,10,7718
161,0.0,1.0,1022.4,1023.95,1022.38,14.3,67,8.31,5.74,134,5.57,10,10,7458
162,0.0,1.0,1022.4,1023.95,1022.38,14.4,67,8.41,5.81,139,5.74,10,10,7384
163,0.0,1.0,1022.4,1023.95,1022.38,14.4,66,8.19,5.82,141,5.78,10,10,7503
164,0.0,1.0,1022.4,1023.95,1022.38,14.4,66,8.19,5.96,137,5.85,10,10,7081
165,0.0,1.0,1022.4,1023.95,1022.38,14.4,67,8.41,6.69,136,6.54,10,10,7465
166,0.0,1.0,1022.4,1023.95,1022.38,14.2,66,8.0,6.61,137,6.49,10,10,7371
167,0.0,1.0,1022.4,1023.95,1022.38,14.2,67,8.22,6.33,139,6.25,10,10,7367
168,0.0,1.0,1022.4,1023.95,1022.38,14.2,67,8.22,5.57,134,5.4,10,10,7218
169,0.0,1.0,1022.5,1024.05,1022.48,14.2,67,8.22,4.95,135,4.82,10,10,7078
170,0.0,1.0,1022.5,1024.05,1022.48,14.4,67,8.41,5.03,143,5.01,10,10,7060
171,0.0,1.0,1022.5,1024.05,1022.48,14.4,67,8.41,4.77,139,4.71,10,10,7503
172,0.0,1.0,1022.6,1024.15,1022.58,14.6,67,8.6,5.28,132,5.07,10,10,7257
173,0.0,1.0,1022.5,1024.05,1022.48,14.6,66,8.38,5.47,138,5.38,10,10,7348
174,0.0,1.0,1022.5,1024.05,1022.48,14.6,66,8.38,5.63,138,5.54,10,10,6985
175,0.0,1.0,1022.5,1024.05,1022.48,14.7,65,8.25,5.65,132,5.43,10,10,7057
176,0.0,1.0,1022.5,1024.05,1022.48,14.6,66,8.38,4.63,137,4.54,10,10,6967
177,0.0,1.0,1022.5,1024.05,1022.48,14.6,66,8.38,4.54,144,4.53,10,10,7560
178,0.0,1.0,1022.5,1024.05,1022.48,14.6,66,8.38,5.46,140,5.41,10,10,7547
179,0.0,1.0,1022.4,1023.95,1022.38,14.7,66,8.47,5.69,136,5.57,10,10,7353
180,0.0,1.0,1022.4,1023.95,1022.38,14.8,66,8.57,5.61,136,5.49,10,11,7192
181,0.0,1.0,1022.4,1023.95,1022.38,14.7,65,8.25,6.0,138,5.91,10,11,7278
182,0.0,1.0,1022.4,1023.95,1022.38,14.8,66,8.57,6.18,135,6.02,10,11,7362
183,0.0,1.0,1022.4,1023.95,1022.38,15.0,65,8.54,5.92,128,5.57,10,11,7525
184,0.0,1.0,1022.4,1023.95,1022.38,15.1,65,8.63,5.38,129,5.09,10,11,7051
185,0.0,1.0,1022.4,1023.95,1022.38,15.0,65,8.54,4.86,126,4.5,10,11,7107
186,0.0,1.0,1022.4,1023.95,1022.38,14.8,65,8.35,4.58,114,3.79,10,11,7360
187,0.0,1.0,1022.4,1023.95,1022.38,14.8,66,8.57,5.5,115,4.61,10,11,7349
188,0.0,1.0,1022.3,1023.85,1022.28,15.1,66,8.86,5.87,117,5.03,10,11,7433
189,0.0,1.0,1022.3,1023.85,1022.28,15.2,65,8.73,5.17,116,4.38,10,11,6817
190,0.0,1.0,1022.2,1023.75,1022.18,15.3,64,8.6,5.23,118,4.53,10,11,7490
191,0.0,1.0,1022.2,1023.75,1022.18,15.3,63,8.37,5.51,113,4.51,10,11,7451
192,0.0,1.0,1022.2,1023.75,1022.18,15.2,63,8.27,5.33,112,4.31,10,11,7457
193,0.0,1.0,1022.2,1023.75,1022.18,15.3,64,8.6,5.66,117,4.85,10,11,7065
194,0.0,1.0,1022.2,1023.75,1022.18,15.3,63,8.37,5.67,116,4.81,10,11,7135
195,0.0,1.0,1022.2,1023.75,1022.18,15.3,64,8.6,5.14,112,4.16,10,11,6954
196,0.0,1.0,1022.1,1023.65,1022.08,15.3,64,8.6,5.24,113,4.3,10,11,7230
197,0.0,1.0,1022.1,1023.65,1022.08,15.5,64,8.79,5.31,127,4.96,10,11,7193
198,0.0,1.0,1022.1,1023.65,1022.08,15.7,63,8.75,4.98,141,4.95,10,11,7051
199,0.0,1.0,1022.1,1023.65,1022.08,15.4,62,8.23,4.45,135,4.33,10,11,7838
200,0.0,1.0,1022.0,1023.55,1021.98,15.4,63,8.46,4.3,119,3.76,10,11,7668
201,0.0,1.0,1022.0,1023.55,1021.98,15.4,63,8.46,5.3,107,4.0,10,11,7304
202,0.0,1.0,1021.9,1023.45,1021.88,15.4,63,8.46,5.94,105,4.34,10,11,7627
203,0.0,1.0,1021.9,1023.45,1021.88,15.3,63,8.37,5.53,117,4.74,10,11,7534
204,0.0,1.0,1021.9,1023.45,1021.88,15.1,63,8.18,5.6,126,5.19,10,11,7059
205,0.0,1.0,1021.9,1023.45,1021.88,15.1,64,8.41,5.6,126,5.19,10,11,7073
206,0.0,1.0,1021.9,1023.45,1021.88,15.1,64,8.41,4.95,126,4.59,10,11,7281
207,0.0,1.0,1021.9,1023.45,1021.88,15.3,64,8.6,4.79,127,4.47,10,11,7087
208,0.0,1.0,1021.8,1023.35,1021.78,15.4,64,8.69,5.38,140,5.33,10,11,7573
209,0.0,1.0,1021.8,1023.35,1021.78,15.5,63,8.56,5.62,142,5.58,10,11,7737
210,0.0,1.0,1021.8,1023.35,1021.78,15.3,63,8.37,5.53,130,5.26,10,11,7765
211,0.0,1.0,1021.8,1023.35,1021.78,15.2,63,8.27,5.27,120,4.66,10,11,7672
212,0.0,1.0,1021.8,1023.35,1021.78,15.0,64,8.31,4.58,109,3.56,10,11,7594
213,0.0,1.0,1021.8,1023.35,1021.78,14.9,64,8.22,4.93,111,3.94,10,11,7530
214,0.0,1.0,1021.7,1023.25,1021.68,15.0,65,8.54,4.86,113,3.98,10,11,7427
215,0.0,1.0,1021.7,1023.25,1021.68,15.1,65,8.63,4.97,110,3.91,10,11,7388
216,0.0,1.0,1021.6,1023.15,1021.58,15.1,64,8.41,5.46,115,4.58,10,11,7377
217,0.0,1.0,1021.6,1023.15,1021.58,15.4,64,8.69,4.9,112,3.97,10,11,7470
218,0.0,1.0,1021.6,1023.15,1021.58,15.3,63,8.37,5.13,108,3.93,10,11,7585
219,0.0,1.0,1021.5,1023.05,1021.48,15.5,63,8.56,5.36,110,4.22,10,11,7932
220,0.0,1.0,1021.5,1023.05,1021.48,15.5,62,8.32,4.97,113,4.07,10,11,8034
221,0.0,1.0,1021.5,1023.05,1021.48,15.7,63,8.75,4.68,124,4.28,10,11,8049
222,0.0,1.0,1021.5,1023.05,1021.48,15.8,62,8.61,5.14,125,4.73,10,11,7935
223,0.0,1.0,1021.4,1022.95,1021.38,15.7,62,8.51,5.4,118,4.68,10,11,7310
224,0.0,1.0,1021.4,1022.95,1021.38,15.6,62,8.42,4.9,113,4.01,10,11,7709
225,0.0,1.0,1021.4,1022.95,1021.38,15.5,62,8.32,4.56,111,3.64,10,11,7781
226,0.0,1.0,1021.4,1022.95,1021.38,15.3,62,8.13,4.48,108,3.43,10,11,7879
227,0.0,1.0,1021.4,1022.95,1021.38,15.3,63,8.37,4.54,104,3.26,10,11,7873
228,0.0,1.0,1021.3,1022.85,1021.28,15.3,63,8.37,5.37,106,3.99,10,11,7488
229,0.0,1.0,1021.3,1022.85,1021.28,15.4,63,8.46,5.87,110,4.63,10,11,8060
230,0.0,1.0,1021.3,1022.85,1021.28,15.5,62,8.32,5.76,115,4.83,10,11,7312
231,0.0,1.0,1021.3,1022.85,1021.28,15.7,62,8.51,5.47,120,4.83,10,11,7567
232,0.0,1.0,1021.3,1022.85,1021.28,15.5,62,8.32,4.43,120,3.91,10,11,7444
233,0.0,1.0,1021.2,1022.75,1021.18,15.4,63,8.46,4.66,112,3.77,10,11,7747
234,0.0,1.0,1021.2,1022.75,1021.18,15.5,63,8.56,5.78,107,4.36,10,11,8072
235,0.0,1.0,1021.1,1022.65,1021.08,15.6,62,8.42,6.12,107,4.62,10,11,8204
236,0.0,1.0,1021.1,1022.65,1021.08,15.6,62,8.42,5.79,110,4.56,10,11,8596
237,0.0,1.0,1021.1,1022.65,1021.08,15.8,62,8.61,5.04,116,4.27,10,11,7712
238,0.0,1.0,1021.1,1022.65,1021.08,15.9,62,8.7,4.63,118,4.01,10,11,8683
239,0.0,1.0,1021.1,1022.65,1021.08,15.9,61,8.46,4.57,116,3.87,10,11,8729
240,0.0,1.0,1021.1,1022.65,1021.08,15.8,61,8.37,4.5,119,3.94,10,12,7611
241,0.0,1.0,1021.0,1022.55,1020.98,15.7,61,8.27,4.19,122,3.77,10,12,7582
242,0.0,1.0,1021.0,1022.55,1020.98,15.8,62,8.61,4.09,120,3.61,10,12,7234
243,0.0,1.0,1020.9,1022.45,1020.88,15.9,62,8.7,4.14,110,3.26,10,12,7692
244,0.0,1.0,1020.9,1022.45,1020.88,16.0,61,8.56,4.04,101,2.76,10,12,7555
245,0.0,1.0,1020.9,1022.45,1020.88,16.0,61,8.56,4.87,102,3.38,10,12,7871
246,0.0,1.0,1020.8,1022.35,1020.78,15.9,61,8.46,5.35,113,4.38,10,12,7845
247,0.0,1.0,1020.9,1022.45,1020.88,15.8,61,8.37,4.89,125,4.5,10,12,7778
248,0.0,1.0,1020.9,1022.45,1020.88,15.9,62,8.7,4.83,120,4.26,10,12,7757
249,0.0,1.0,1020.8,1022.35,1020.78,16.1,61,8.65,4.8,110,3.78,10,12,7795
250,0.0,1.0,1020.8,1022.35,1020.78,16.2,61,8.75,4.21,112,3.41,10,12,7735
251,0.0,1.0,1020.8,1022.35,1020.78,16.1,60,8.41,3.49,116,2.96,10,12,7862
252,0.0,1.0,1020.8,1022.35,1020.78,16.0,60,8.32,3.22,117,2.76,10,12,7754
253,0.0,1.0,1020.8,1022.35,1020.78,16.0,61,8.56,4.4,119,3.85,10,12,7462
254,0.0,1.0,1020.7,1022.25,1020.68,16.1,60,8.41,5.01,133,4.84,10,12,7436
255,0.0,1.0,1020.7,1022.25,1020.68,16.1,60,8.41,4.83,141,4.79,10,12,7502
256,0.0,1.0,1020.7,1022.25,1020.68,16.1,60,8.41,4.94,137,4.85,10,12,7395
257,0.0,1.0,1020.7,1022.25,1020.68,16.1,59,8.17,4.96,135,4.84,10,12,7434
258,0.0,1.0,1020.7,1022.25,1020.68,16.0,60,8.32,4.98,130,4.74,10,12,7580
259,0.0,1.0,1020.7,1022.25,1020.68,16.1,60,8.41,4.86,120,4.29,10,12,7622
260,0.0,1.0,1020.7,1022.25,1020.68,16.1,59,8.17,4.26,116,3.61,10,12,7474
261,0.0,1.0,1020.7,1022.25,1020.68,16.1,60,8.41,3.68,110,2.9,10,12,7419
262,0.0,1.0,1020.6,1022.15,1020.58,16.0,59,8.07,3.77,104,2.71,10,12,7439
263,0.0,1.0,1020.6,1022.15,1020.58,16.0,60,8.32,3.91,117,3.36,10,12,7471
264,0.0,1.0,1020.6,1022.15,1020.58,16.1,60,8.41,4.02,118,3.48,10,12,7532
